[RC]                             Taxonomy                                                                             Genus	[RC]                                                          -----                                                          -----                                             Species	[RC]      -----       -----        HOT 1	[RC]   current               -----                 -----      Group	Sorting Named Unnamed Phylotype	[RC]       -----  Phylo order 	Export                   [RC]                                   -----                            RNA filename current master including all on >=14.5	[RC]                        -----              HOMD Ref seq 16S Accession Nos	BLAST Ref Seq	 Taxon Ref	Culti-vated	Culti-vated no genome	Name for LPSN                                                    https://lpsn.dsmz.de/	Exception	Name for NCBI                          https://www.ncbi.nlm.nih.gov/nuccore/?term=              https://www.ncbi.nlm.nih.gov/protein/?term=	Ecveption	Reference sequence for Unnamed	Genome	Note
Oribacterium	sp.	_078	Unnamed	Unnamed	483.0	078AO068	AF287771	1	1	1	0	no link	0	no link	0	F0262	GCA_000160135.1	
Oribacterium	sp.	_102	Unnamed	Unnamed	487.0	102FB046	GQ422713	1	1	1	0	no link	0	no link	0	W9097	GCA_013394775.1	
Ottowia	sp.	_894	Unnamed	Unnamed	120.0	894Wade2	JQ406530	1	1	1	0	no link	0	no link	0	W10237	GCA_001262075.1	
Parvimonas	sp.	_110	Unnamed	Unnamed	566.0	110HE064	GQ422714	1	1	1	0	no link	0	no link	0	F0139	GCA_000214475.2	
Parvimonas	sp.	_393	Unnamed	Unnamed	565.0	393_7059	AY207059	1	1	1	0	no link	0	no link	0	F0440	GCA_000223315.2	
Peptidiphaga	sp.	_183	Unnamed	Unnamed	853.0	183_8311	AY008311	1	1	1	0	no link	0	no link	0	F0552	GCA_000466165.1	
Peptoanaerobacter	sp.	_081	Unnamed	Unnamed	547.0	081BB142	AF287764	1	1	1	1	no link	0	no link	0			
Peptoniphilaceae [G-1]	bacterium	_113	Unnamed	Unnamed	559.0	113DA014	AF287766	1	1	1	0	no link	0	no link	0	W5053	GCA_000467935.1	
Peptoniphilaceae [G-3]	bacterium	_929	Unnamed	Unnamed	558.0	929W2294	tbd	1	1	1	0	no link	0	no link	0	W2294	GCA_002998695.1	
Peptoniphilus	sp.	_187	Unnamed	Unnamed	552.0	187N108A	GQ004621	1	1	1	0	no link	0	no link	0	hmsc062d09	GCA_001811425.1	
Peptoniphilus	sp.	_375	Unnamed	Unnamed	557.0	375_1225	AF481225	1	1	1	0	no link	0	no link	0	F0436	GCA_000221565.2	
Peptoniphilus	sp.	_386	Unnamed	Unnamed	556.0	386_8859	AF538859	1	1	1	0	no link	0	no link	0	F0131	GCA_000090945.1	
Porphyromonas	sp.	_278	Unnamed	Unnamed	255.0	278BS045	AF385560	1	1	1	0	no link	0	no link	0	W7784	GCA_000467855.2	
Prevotella	sp.	_306	Unnamed	Unnamed	182.0	306DO027	AF385511	1	1	1	0	no link	0	no link	0	F0472	GCA_000257925.1	
Prevotella	sp.	_313	Unnamed	Unnamed	175.0	313FM005	AF432133	1	1	1	0	no link	0	no link	0	F0648	GCA_003043935.1	
Prevotella	sp.	_314	Unnamed	Unnamed	177.0	314FU048	AY349393	1	1	1	0	no link	0	no link	0	F0091	GCA_000467895.1	
Prevotella	sp.	_317	Unnamed	Unnamed	222.0	317_5061	AY005061	1	1	1	0	no link	0	no link	0	F0108	GCA_000162415.1	
Prevotella	sp.	_376	Unnamed	Unnamed	235.0	376_1226	AF481226	1	1	1	0	no link	0	no link	0	F0043	GCA_003043945.1	
Prevotella	sp.	_472	Unnamed	Unnamed	220.0	472GU027	AY349398	1	1	1	0	no link	0	no link	0	F0295	GCA_000163495.1	
Prevotella	sp.	_475	Unnamed	Unnamed	226.0	475IK053	AY349401	1	1	1	0	no link	0	no link	0	F0059	GCA_018127805.1	
Prevotella	sp.	_820	Unnamed	Unnamed	199.0	820_7212	AF537212	1	1	1	0	no link	0	no link	0	W6195	GCA_003043925.1	
Propionibacteriaceae [G-2]	bacterium	_192	Unnamed	Unnamed	899.0	192C3KA	GQ422728	1	1	1	0	no link	0	no link	0	F0372	GCA_000413315.1	
Saccharibacteria (TM7) [G-1]	bacterium	_348	Unnamed	Unnamed	980.0	348BN036	GQ422738	1	1	0	0	no link	0	no link	0	Defer phylum		
Saccharibacteria (TM7) [G-1]	bacterium	_488	Unnamed	Unnamed	979.0	488HD027	AY349415	1	1	1	1	no link	0	no link	0	AC001	GCA_005697215.1	
Saccharibacteria (TM7) [G-1]	bacterium	_952	Unnamed	Unnamed	978.0	952-TM7x	tbd	1	1	1	0	no link	0	no link	0	TM7x	GCA_000803625.1	
Saccharibacteria (TM7) [G-1]	bacterium	_957	Unnamed	Unnamed	978.2	BB001		1	1	1	1	no link	0	no link	0	BB001	GCA_005697565.1	
Saccharibacteria (TM7) [G-8]	bacterium	_955	Unnamed	Unnamed	985.0	955PM004	tbd	1	1	1	1	no link	0	no link	0	PM004	GCA_005697055.1	
Schaalia	sp.	_172	Unnamed	Unnamed	840.0	172CT047	AF385504	1	1	1	0	no link	0	no link	0	F0311	GCA_000466265.1	
Schaalia	sp.	_178	Unnamed	Unnamed	847.0	178B27SC	AF287750	1	1	1	0	no link	0	no link	0	F0338	GCA_000186685.1	
Schaalia	sp.	_180	Unnamed	Unnamed	837.0	180C29KA	AF287751	1	1	1	0	no link	0	no link	0	F0310	GCA_000185285.1	
Schaalia	sp.	_877	Unnamed	Unnamed	848.0	877F0543	tbd	1	1	1	0	no link	0	no link	0	F0543	GCA_000466305.1	
Selenomonas	sp.	_126	Unnamed	Unnamed	598.0	126AJ036	AF287800	1	1	0	0	no link	0	no link	0	W7667	GCA_001683335.1	
Selenomonas	sp.	_133	Unnamed	Unnamed	617.0	133CS024	AF287796	1	1	1	0	no link	0	no link	0	F0473	GCA_000315545.1	
Selenomonas	sp.	_136	Unnamed	Unnamed	588.0	136DO042	AF385514	1	1	1	0	no link	0	no link	0	F0591	GCA_001554015.1	
Selenomonas	sp.	_137	Unnamed	Unnamed	616.0	137DS051	AF366273	1	1	1	0	no link	0	no link	0	F0430	GCA_000183625.2	
Selenomonas	sp.	_138	Unnamed	Unnamed	608.0	138DS071	AF366274	1	1	1	0	no link	0	no link	0	F0429	GCA_000318175.2	
Selenomonas	sp.	_149	Unnamed	Unnamed	592.0	149FT050	AY349403	1	1	1	0	no link	0	no link	0	F0410	GCA_000146365.1	
Selenomonas	sp.	_478	Unnamed	Unnamed	590.0	478GI064	AY349404	1	1	1	0	no link	0	no link	0	F0592	GCA_001189555.1	
Selenomonas	sp.	_892	Unnamed	Unnamed	609.0	892F0426	tbd	1	1	1	0	no link	0	no link	0	F0426	GCA_000468035.1	
Selenomonas	sp.	_919	Unnamed	Unnamed	597.0	919WadeA	tbd	1	1	1	0	no link	0	no link	0			
Selenomonas	sp.	_920	Unnamed	Unnamed	610.0	920-Wade	tbd	1	1	1	0	no link	0	no link	0	W5150	GCA_001717585.1	
Stomatobaculum	sp.	_097	Unnamed	Unnamed	489.0	097DO016	AF385510	1	1	1	1	no link	0	no link	0	F0698	in progress Fred Hutch	
Streptococcus	oralis subsp. tigurinus clade 070	_070	Unnamed	Unnamed	676.0	070-12F	GQ422711	1	1	1	0	no link	0	no link	0	F0441	GCA_000314775.2	
Streptococcus	sp.	_056	Unnamed	Unnamed	698.0	056AY020	AF385545	1	1	1	0	no link	0	no link	0	F0418	GCA_000220065.2	
Streptococcus	sp.	_061	Unnamed	Unnamed	673.0	061DN025	AF432131	1	1	0	0	no link	0	no link	0	F0704	GCA_013394695.1	
Streptococcus	sp.	_064	Unnamed	Unnamed	668.0	064_8609	AY278609	1	1	1	0	no link	0	no link	0	W10853	GCA_001683375.1	
Streptococcus	sp.	_066	Unnamed	Unnamed	691.0	066FN051	AF432135	1	1	1	0	no link	0	no link	0	F0442	GCA_000314795.2	
Tannerella	sp.	_286	Unnamed	Unnamed	274.0	286BU063	AY008308	1	1	1	0	no link	0	no link	0	W11666	GCA_003033925.1	
Veillonella	sp.	_780	Unnamed	Unnamed	635.0	780_7189	DQ087189	1	1	1	0	no link	0	no link	0	F0422	GCA_000221605.2	
Absconditabacteria (SR1) [G-1]	bacterium	_345	Phylotype	yPhylotype	996.0	345_X112	AF125207	1	1	0	0	no link	0	no link	0			
Absconditabacteria (SR1) [G-1]	bacterium	_874	Phylotype	yPhylotype	997.0	874_4Y03	JX294355	1	1	0	0	no link	0	no link	0			
Absconditabacteria (SR1) [G-1]	bacterium	_875	Phylotype	yPhylotype	998.0	875_CN01	JX294356	1	1	0	0	no link	0	no link	0			
Acinetobacter	sp.	_408	Phylotype	yPhylotype	56.0	408_8636	AY278636	1	1	0	0	no link	0	no link	0			
Actinomyces	sp.	_525	Phylotype	yPhylotype	805.0	525_3632	DQ003632	1	1	0	0	no link	0	no link	0			
Actinomyces	sp.	_896	Phylotype	yPhylotype	806.0	896-Wade	JQ406543	1	1	0	0	no link	0	no link	0			
Aggregatibacter	sp.	_512	Lost	yPhylotype	2.0	512_3621	DQ003621	1	1	0	0	no link	0	no link	0			
Aggregatibacter	sp.	_898	Phylotype	yPhylotype	5.0	898-Wade	KC203060	1	1	0	0	no link	0	no link	0			
Alloprevotella	sp.	_308	Phylotype	yPhylotype	278.0	308DO039	AF385513	1	1	0	0	no link	0	no link	0			
Alloprevotella	sp.	_912	Phylotype	yPhylotype	283.0	912-Wade	JQ406532	1	1	0	0	no link	0	no link	0			
Alloprevotella	sp.	_913	Phylotype	yPhylotype	284.0	913_9172	EF509172	1	1	0	0	no link	0	no link	0			
Alloprevotella	sp.	_914	Phylotype	yPhylotype	279.0	914_7808	HM247808	1	1	0	0	no link	0	no link	0			
Anaerococcus	sp.	_290	Lost	yPhylotype	575.0	290N129A	KC169766	1	1	1	0	no link	0	no link	0			
Anaerococcus	sp.	_294	Phylotype	yPhylotype	578.0	294N130A	KF105918	1	1	0	0	no link	0	no link	0			
Anaerococcus	sp.	_295	Phylotype	yPhylotype	576.0	295N131A	HM587319	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-3]	bacterium	_280	Phylotype	yPhylotype	299.0	280DA064	AY005071	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-3]	bacterium	_281	Phylotype	yPhylotype	296.0	281DA065	AY005070	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-3]	bacterium	_365	Phylotype	yPhylotype	294.0	365_7777	JQ477777	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-3]	bacterium	_436	Phylotype	yPhylotype	300.0	436_1819	AY341819	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-3]	bacterium	_503	Phylotype	yPhylotype	297.0	503_3613	DQ003613	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-3]	bacterium	_899	Phylotype	yPhylotype	298.0	899-Wade	JQ406536	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-4]	bacterium	_509	Phylotype	yPhylotype	302.0	509_3619	DQ003619	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-5]	bacterium	_505	Phylotype	yPhylotype	304.0	505_3615	DQ003615	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-5]	bacterium	_507	Phylotype	yPhylotype	306.0	507_3617	DQ003617	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-5]	bacterium	_511	Phylotype	yPhylotype	305.0	511_3634	DQ003634	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-6]	bacterium	_516	Phylotype	yPhylotype	303.0	516_3623	DQ003623	1	1	0	0	no link	0	no link	0			
Bacteroidetes [G-7]	bacterium	_911	Phylotype	yPhylotype	301.0	911-Wade	JQ406540	1	1	0	0	no link	0	no link	0			
Bdellovibrio	sp.	_039	Phylotype	yPhylotype	170.0	039CA006	AF385539	1	1	0	0	no link	0	no link	0			
Bergeyella	sp.	_206	Phylotype	yPhylotype	344.0	206N109B	EF419382	1	1	0	0	no link	0	no link	0			
Bergeyella	sp.	_319	Phylotype	yPhylotype	345.0	319AY017	AF385544	1	1	0	0	no link	0	no link	0			
Bergeyella	sp.	_322	Phylotype	yPhylotype	342.0	322AK152	AY008691	1	1	0	0	no link	0	no link	0			
Bergeyella	sp.	_422	Phylotype	yPhylotype	347.0	422_8614	AY278614	1	1	0	0	no link	0	no link	0			
Bergeyella	sp.	_900	Phylotype	yPhylotype	340.0	900-Wade	KC203058	1	1	0	0	no link	0	no link	0			
Bergeyella	sp.	_907	Phylotype	yPhylotype	341.0	907-Wade	JQ406533	1	1	0	0	no link	0	no link	0			
Bergeyella	sp.	_931	Phylotype	yPhylotype	343.0	931_7552	JQ447552	1	1	0	0	no link	0	no link	0			
Bifidobacteriaceae [G-2]	bacterium	_407	Phylotype	yPhylotype	957.0	407_8612	AY278612	1	1	0	0	no link	0	no link	0			
Butyrivibrio	sp.	_080	Phylotype	yPhylotype	493.0	080BB124	AF287772	1	1	0	0	no link	0	no link	0			
Butyrivibrio	sp.	_090	Phylotype	yPhylotype	495.0	090CK030	AF287773	1	1	0	0	no link	0	no link	0			
Butyrivibrio	sp.	_455	Phylotype	yPhylotype	494.0	455GI038	AY349374	1	1	0	0	no link	0	no link	0			
Campylobacter	sp.	_044	Phylotype	yPhylotype	165.0	044BB120	AY005038	1	1	0	0	no link	0	no link	0			
Capnocytophaga	sp.	_334	Phylotype	yPhylotype	309.0	334EL043	AY008312	1	1	0	0	no link	0	no link	0			
Capnocytophaga	sp.	_901	Phylotype	yPhylotype	330.0	901-Wade	JQ406535	1	1	0	0	no link	0	no link	0			
Catonella	sp.	_164	Phylotype	yPhylotype	500.0	164BR063	AF385556	1	1	0	0	no link	0	no link	0			
Catonella	sp.	_451	Phylotype	yPhylotype	501.0	451_6846	JQ476846	1	1	0	0	no link	0	no link	0			
Caulobacter	sp.	_002	Phylotype	yPhylotype	148.0	002_3433	DQ493433	1	1	0	0	no link	0	no link	0			
Desulfobulbus	sp.	_041	Phylotype	yPhylotype	174.0	041_R004	AY005037	1	1	0	0	no link	0	no link	0			
Desulfovibrio	sp.	_040	Phylotype	yPhylotype	171.0	040BB161	AY005035	1	1	0	0	no link	0	no link	0			
Dialister	sp.	_119	Phylotype	yPhylotype	645.0	119BS016	AF287786	1	1	0	0	no link	0	no link	0			
Eikenella	sp.	_011	Lost	yPhylotype	100.0	011_6165	L06165	1	1	0	0	no link	0	no link	0			
Erysipelotrichaceae [G-1]	bacterium	_904	Phylotype	yPhylotype	799.0	904-Wade	JQ406531	1	1	0	0	no link	0	no link	0			
Erysipelotrichaceae [G-1]	bacterium	_905	Phylotype	yPhylotype	800.0	905-Wade	JQ406538	1	1	0	0	no link	0	no link	0			
Eubacteriales [F-1][G-1]	bacterium	_093	Phylotype	yPhylotype	539.0	093_1213	AF481213	1	1	0	0	no link	0	no link	0			
Eubacteriales [F-1][G-2]	bacterium	_402	Phylotype	yPhylotype	538.0	402_7065	AY207065	1	1	0	0	no link	0	no link	0			
Flavitalea	sp.	_320	Phylotype	yPhylotype	351.0	320AZ105	AF385548	1	1	0	0	no link	0	no link	0			
Fretibacterium	sp.	_358	Phylotype	yPhylotype	965.0	358BB062	AY005445	1	1	0	0	no link	0	no link	0			
Fretibacterium	sp.	_359	Phylotype	yPhylotype	960.0	359BH007	AY005447	1	1	0	0	no link	0	no link	0			
Fretibacterium	sp.	_360	Phylotype	yPhylotype	961.0	360BH017	AF125199	1	1	0	0	no link	0	no link	0			
Fretibacterium	sp.	_361	Phylotype	yPhylotype	962.0	361_D006	AF125201	1	1	0	0	no link	0	no link	0			
Fretibacterium	sp.	_362	Phylotype	yPhylotype	959.0	362_D084	AF125200	1	1	0	0	no link	0	no link	0			
Fusobacterium	sp.	_204	Phylotype	yPhylotype	423.0	204CZ006	AF287810	1	1	0	0	no link	0	no link	0			
Fusobacterium	sp.	_205	Phylotype	yPhylotype	424.0	205FL002	GU350452	1	1	0	0	no link	0	no link	0			
Gracilibacteria (GN02) [G-1]	bacterium	_871	Phylotype	yPhylotype	993.0	871_4L02	JX294352	1	1	0	0	no link	0	no link	0			
Gracilibacteria (GN02) [G-1]	bacterium	_872	Phylotype	yPhylotype	994.0	872_CN02	JX294353	1	1	0	0	no link	0	no link	0			
Gracilibacteria (GN02) [G-2]	bacterium	_873	Phylotype	yPhylotype	995.0	873_4Q04	JX294354	1	1	0	0	no link	0	no link	0			
Haemophilus	sp.	_259	Phylotype	yPhylotype	23.0	259N116B	AY613546	1	1	0	0	no link	0	no link	0			
Haemophilus	sp.	_908	Phylotype	yPhylotype	15.0	908-Wade	JQ406529	1	1	0	0	no link	0	no link	0			
Johnsonella	sp.	_166	Phylotype	yPhylotype	474.0	166CK051	AF287774	1	1	0	0	no link	0	no link	0			
Kingella	sp.	_012	Phylotype	yPhylotype	103.0	012DE012	AF366267	1	1	0	0	no link	0	no link	0			
Kingella	sp.	_459	Phylotype	yPhylotype	109.0	459ID059	AY349381	1	1	0	0	no link	0	no link	0			
Kingella	sp.	_932	Phylotype	yPhylotype	108.0	932_4648	HQ804648	1	1	0	0	no link	0	no link	0			
Kocuria	sp.	_189	Phylotype	yPhylotype	921.0	189AW006	AF385532	1	1	0	0	no link	0	no link	0			
Lachnoanaerobaculum	sp.	_089	Phylotype	yPhylotype	471.0	089CK004	AF287776	1	1	0	0	no link	0	no link	0			
Lachnoanaerobaculum	sp.	_496	Phylotype	yPhylotype	472.0	496JI012	AY349379	1	1	0	0	no link	0	no link	0			
Lachnospiraceae [G-10]	bacterium	_094	Phylotype	yPhylotype	502.0	094DA074	AF287768	1	1	0	0	no link	0	no link	0			
Lachnospiraceae [G-2]	bacterium	_088	Phylotype	yPhylotype	476.0	088CH017	AF287775	1	1	0	0	no link	0	no link	0			
Lachnospiraceae [G-3]	bacterium	_100	Phylotype	yPhylotype	475.0	100EI074	AF385573	1	1	0	0	no link	0	no link	0			
Lachnospiraceae [G-7]	bacterium	_086	Phylotype	yPhylotype	503.0	086BU061	AF385567	1	1	0	0	no link	0	no link	0			
Lachnospiraceae [G-7]	bacterium	_163	Phylotype	yPhylotype	504.0	163AH153	AF287769	1	1	0	0	no link	0	no link	0			
Lachnospiraceae [G-9]	bacterium	_924	Phylotype	yPhylotype	506.0	924_9209	AY959209	1	1	0	0	no link	0	no link	0			
Lactobacillus	sp.	_052	Lost	yPhylotype	739.0	052DoxG2	GQ422710	1	1	0	0	no link	0	no link	0			
Leptothrix	sp.	_025	Phylotype	yPhylotype	125.0	025AV011	AF385528	1	1	0	0	no link	0	no link	0			
Leptothrix	sp.	_266	Phylotype	yPhylotype	124.0	266N124A	DQ337065	1	1	0	0	no link	0	no link	0			
Leptotrichia	sp.	_217	Phylotype	yPhylotype	452.0	217DT031	AF366276	1	1	0	0	no link	0	no link	0			
Leptotrichia	sp.	_218	Phylotype	yPhylotype	456.0	218EI013	AF385571	1	1	0	0	no link	0	no link	0			
Leptotrichia	sp.	_219	Phylotype	yPhylotype	459.0	219EI022	AF385572	1	1	0	0	no link	0	no link	0			
Leptotrichia	sp.	_392	Phylotype	yPhylotype	453.0	392_7053	AY207053	1	1	0	0	no link	0	no link	0			
Leptotrichia	sp.	_463	Phylotype	yPhylotype	451.0	463GT020	AY349385	1	1	0	0	no link	0	no link	0			
Leptotrichia	sp.	_909	Phylotype	yPhylotype	442.0	909-Wade	KC203062	1	1	0	0	no link	0	no link	0			
Megasphaera	sp.	_123	Phylotype	yPhylotype	638.0	123_9314	HQ749314	1	1	0	0	no link	0	no link	0			
Megasphaera	sp.	_841	Phylotype	yPhylotype	640.0	841_6094	DQ666094	1	1	0	0	no link	0	no link	0			
Mitsuokella	sp.	_521	Phylotype	yPhylotype	660.0	521_3628	DQ003628	1	1	0	0	no link	0	no link	0			
Mollicutes [G-1]	bacterium	_504	Phylotype	yPhylotype	797.0	504_3614	DQ003614	1	1	0	0	no link	0	no link	0			
Mollicutes [G-2]	bacterium	_906	Phylotype	yPhylotype	798.0	906-Wade	KC203059	1	1	0	0	no link	0	no link	0			
Moraxella	sp.	_276	Phylotype	yPhylotype	50.0	276N126A	JF000627	1	1	0	0	no link	0	no link	0			
Neisseria	sp.	_018	Phylotype	yPhylotype	95.0	018_0511	JQ450511	1	1	0	0	no link	0	no link	0			
Neisseria	sp.	_499	Phylotype	yPhylotype	94.0	499JC012	AY349388	1	1	0	0	no link	0	no link	0			
Neisseria	sp.	_523	Phylotype	yPhylotype	96.0	523_3630	DQ003630	1	1	0	0	no link	0	no link	0			
Neisseriaceae [G-1]	bacterium	_174	Phylotype	yPhylotype	111.0	174N106B	FM873692	1	1	0	0	no link	0	no link	0			
Neisseriaceae [G-1]	bacterium	_327	Phylotype	yPhylotype	112.0	327N135A	HQ749958	1	1	0	0	no link	0	no link	0			
Olsenella	sp.	_939	Phylotype	yPhylotype	927.0	939_2362	HM312362	1	1	0	0	no link	0	no link	0			
Oscillospiraceae [G-1]	bacterium	_075	Phylotype	yPhylotype	532.0	075_F058	AF287779	1	1	0	0	no link	0	no link	0			
Oscillospiraceae [G-2]	bacterium	_085	Phylotype	yPhylotype	533.0	085BU014	AF385563	1	1	0	0	no link	0	no link	0			
Oscillospiraceae [G-3]	bacterium	_366	Phylotype	yPhylotype	529.0	366_1208	AF481208	1	1	0	0	no link	0	no link	0			
Oscillospiraceae [G-3]	bacterium	_381	Phylotype	yPhylotype	530.0	381_8854	AF538854	1	1	0	0	no link	0	no link	0			
Paenibacillus	sp.	_048	Phylotype	yPhylotype	758.0	048_5540	AF385540	1	1	0	0	no link	0	no link	0			
Pedobacter	sp.	_318	Phylotype	yPhylotype	350.0	318AV100	AF385531	1	1	0	0	no link	0	no link	0			
Pedobacter	sp.	_321	Phylotype	yPhylotype	348.0	321AZ123	AF385549	1	1	0	0	no link	0	no link	0			
Pedobacter	sp.	_933	Phylotype	yPhylotype	349.0	933_3217	GQ023217	1	1	0	0	no link	0	no link	0			
Peptoanaerobacter	sp.	_922	Phylotype	yPhylotype	545.0	922_2838	JF212838	1	1	0	0	no link	0	no link	0			
Peptococcus	sp.	_167	Lost	yPhylotype	534.0	167GEA8	GQ422727	1	1	0	0	no link	0	no link	0			
Peptococcus	sp.	_168	Phylotype	yPhylotype	536.0	168_I070	AF287780	1	1	0	0	no link	0	no link	0			
Peptoniphilaceae [G-2]	bacterium	_790	Phylotype	yPhylotype	561.0	790EX153	AY134899	1	1	0	0	no link	0	no link	0			
Peptostreptococcaceae [G-1]	bacterium	_383	Phylotype	yPhylotype	515.0	383_8856	AF538856	1	1	0	0	no link	0	no link	0			
Peptostreptococcaceae [G-2]	bacterium	_091	Phylotype	yPhylotype	512.0	091CK047	AF287762	1	1	0	0	no link	0	no link	0			
Peptostreptococcaceae [G-3]	bacterium	_495	Phylotype	yPhylotype	521.0	495JS001	AY349378	1	1	0	0	no link	0	no link	0			
Peptostreptococcaceae [G-3]	bacterium	_950	Phylotype	yPhylotype	522.0	950_9965	AM419965	1	1	0	0	no link	0	no link	0			
Peptostreptococcaceae [G-4]	bacterium	_103	Phylotype	yPhylotype	519.0	103_2604	AJ012604	1	1	0	0	no link	0	no link	0			
Peptostreptococcaceae [G-4]	bacterium	_369	Phylotype	yPhylotype	518.0	369_1212	AF481212	1	1	0	0	no link	0	no link	0			
Peptostreptococcaceae [G-5]	bacterium	_493	Phylotype	yPhylotype	523.0	493JH012	AY349373	1	1	0	0	no link	0	no link	0			
Peptostreptococcaceae [G-8]	bacterium	_382	Phylotype	yPhylotype	520.0	382_1251	HE681251	1	1	0	0	no link	0	no link	0			
Porphyromonas	sp.	_275	Phylotype	yPhylotype	253.0	275AW032	AF393476	1	1	0	0	no link	0	no link	0			
Porphyromonas	sp.	_277	Phylotype	yPhylotype	252.0	277BR037	AF385555	1	1	0	0	no link	0	no link	0			
Porphyromonas	sp.	_284	Lost	yPhylotype	254.0	284EP003	AY008313	1	1	0	0	no link	0	no link	0			
Porphyromonas	sp.	_285	Phylotype	yPhylotype	268.0	285_F016	AY005069	1	1	0	0	no link	0	no link	0			
Porphyromonas	sp.	_930	Phylotype	yPhylotype	262.0	930_8499	JQ468499	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_300	Phylotype	yPhylotype	211.0	300_0563	JF180563	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_301	Phylotype	yPhylotype	230.0	301BS041	AF385558	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_304	Phylotype	yPhylotype	245.0	304DA058	AY005065	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_305	Phylotype	yPhylotype	216.0	305_0424	JQ460424	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_309	Phylotype	yPhylotype	209.0	309DO045	AF385515	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_315	Phylotype	yPhylotype	238.0	315FW035	AY349394	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_396	Phylotype	yPhylotype	187.0	396_7050	AY207050	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_443	Phylotype	yPhylotype	198.0	443_1415	AY331415	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_515	Phylotype	yPhylotype	236.0	515_3622	DQ003622	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_526	Phylotype	yPhylotype	242.0	526_3633	AY944134	1	1	0	0	no link	0	no link	0			
Prevotella	sp.	_942	Phylotype	yPhylotype	248.0	942_6378	FJ976378	1	1	0	0	no link	0	no link	0			
Propionibacteriaceae [G-1]	bacterium	_915	Phylotype	yPhylotype	902.0	915-Wade	KC203064	1	1	0	0	no link	0	no link	0			
Pseudomonas	sp.	_032	Phylotype	yPhylotype	64.0	032AZ002	AF385547	1	1	0	0	no link	0	no link	0			
Ralstonia	sp.	_406	Phylotype	yPhylotype	129.0	406AK168	AY005032	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-1]	bacterium	_346	Phylotype	yPhylotype	983.0	346AH040	AF125204	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-1]	bacterium	_347	Phylotype	yPhylotype	986.0	347BE109	AY005446	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-1]	bacterium	_349	Phylotype	yPhylotype	984.0	349BS003	AY005448	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-1]	bacterium	_352	Phylotype	yPhylotype	977.0	352DR034	AF385520	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-1]	bacterium	_869	Phylotype	yPhylotype	982.0	869_4W02	KM018321	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-2]	bacterium	_350	Phylotype	yPhylotype	987.0	350BU080	AF385568	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-3]	bacterium	_351	Phylotype	yPhylotype	990.0	351CW040	AF385506	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-4]	bacterium	_355	Phylotype	yPhylotype	989.0	355_F061	AF125205	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-5]	bacterium	_356	Phylotype	yPhylotype	992.0	356_I025	AF125206	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-6]	bacterium	_870	Phylotype	yPhylotype	988.0	870_4W45	KM018322	1	1	0	0	no link	0	no link	0			
Saccharibacteria (TM7) [G-7]	bacterium	_954	Phylotype	yPhylotype	981.0	954_9972	JF229972	1	1	0	0	no link	0	no link	0			
Selenomonas	sp.	_134	Phylotype	yPhylotype	582.0	134DD020	AF287794	1	1	0	0	no link	0	no link	0			
Selenomonas	sp.	_146	Lost	yPhylotype	602.0	146EW084	AF385503	1	1	0	0	no link	0	no link	0			
Selenomonas	sp.	_388	Phylotype	yPhylotype	593.0	388_8861	AF538861	1	1	0	0	no link	0	no link	0			
Selenomonas	sp.	_442	Phylotype	yPhylotype	585.0	442_1820	AY341820	1	1	0	0	no link	0	no link	0			
Selenomonas	sp.	_479	Lost	yPhylotype	595.0	479GT010	AY349405	1	1	0	0	no link	0	no link	0			
